0,1,2,3,4,5
-0.06689266635660257,-0.15336886291972096,-0.25345907179094945,-0.14043324699874357,-0.05229341750665453,-0.13150814976392117
-0.06689266635660257,-0.15336886291972096,-0.25345907179094945,-0.14043324699874357,-0.05229341750665453,-0.13150814976392117
-0.05585084067762345,-0.06987481824487034,-0.21218649360810643,-0.07273164860234654,-0.075706106599097,-0.08919756369735664
-0.061657000680486636,-0.09143959504319621,-0.15027762633384187,-0.1346477784766462,-0.1094270030760483,-0.12615457494242271
-0.05585084067762345,-0.07385072513414893,-0.20186834906239567,-0.07818667099996979,-0.08016566642622891,-0.09079476933875141
-0.06247593608501092,-0.08180253891270614,-0.25345907179094945,-0.14043324699874357,-0.1000744156544963,-0.13150814976392117
-0.0452506880258035,-0.06139288354774265,-0.1709139154252634,-0.07866970569670087,-0.07140581676579125,-0.0891372061972472
-0.06284399694097689,-0.08776639924662405,-0.25345907179094945,-0.14043324699874357,-0.10604704042297654,-0.13150814976392117
-0.05290635382989568,0.07325782976915932,-0.25345907179094945,-0.14043324699874357,0.055213828325989464,-0.13150814976392117
-0.05585084067762345,-0.03409165624136293,-0.2431409272452387,-0.14043324699874357,-0.05229341750665453,-0.13150814976392117
-0.06302802736895988,-0.090748329413583,-0.25345907179094945,-0.14043324699874357,-0.10903335280721664,-0.13150814976392117
-0.05351917515507903,-0.0712933650242951,-0.19155020451668492,-0.08911435562252508,-0.08473756848114888,-0.08107839901375055
-0.017239048521657346,-0.08366374689313183,0.49976548004593585,-0.10491023635135292,-0.10129363821872149,-0.09657150242510493
0.2179422688583427,0.4757289444036089,-0.18123205997097416,1.0913199782650629,0.45827641082687726,1.0998923889299577
-0.05585084067762345,-0.06987481824487034,-0.21218649360810643,-0.07080757215921119,-0.07379486667318333,-0.09248634343833954
0.044333484012033894,-0.08514597302749198,1.8308061264426234,-0.11462362847129241,-0.10323416953139747,-0.10589719500153398
-0.061371753517113006,-0.06391095791095244,-0.25345907179094945,-0.14043324699874357,-0.08215654134905565,-0.13150814976392117
-0.06063563180518107,-0.05198323724311663,-0.25345907179094945,-0.14043324699874357,-0.0702112918120952,-0.13150814976392117
-0.05688141107432817,-0.0873191097215802,-0.09868690360528809,-0.1218159393244122,-0.10462854204046249,-0.11408047329570088
-0.05335906868273383,-0.08232650664204322,-0.1193231926967096,-0.10446861768731767,-0.10040291001676273,-0.09575649470905516
-0.06302802736895988,-0.090748329413583,-0.25345907179094945,-0.14043324699874357,-0.10903335280721664,-0.13150814976392117
-0.04444095414267837,-0.05993505102167383,-0.1709139154252634,-0.0507075422182445,-0.06224779212078823,-0.034947889722582996
-0.06234711478542283,-0.09197837560745356,-0.18123205997097416,-0.13306477108927794,-0.10854807704477762,-0.12664506450386817
-0.02388887761856573,-0.0809868259516742,0.25213001094887766,-0.09279314694986161,-0.0946605896593551,-0.08569302627707533
-0.06247593608501092,-0.08776639924662405,-0.2431409272452387,-0.14043324699874357,-0.10604704042297654,-0.13150814976392117
-0.06286239998377519,-0.09089742592193095,-0.2431409272452387,-0.13276955538475826,-0.10888403718800464,-0.12457631889385003
